name,cust_id,email,invoice_date,gender,amount
Chloe Monroe,62885f8c-d6fb-4221-9b62-d422444c3c06,james74@example.net,9/15/2024,Male,10
Mary Graham,eb9fc88e-b877-4b59-9f3d-a6ae5295dcaf,markchan@example.org,12/17/2024,Male,10
Mary Graham,eb9fc88e-b877-4b59-9f3d-a6ae5295dcaf,markchan@example.org,2/15/2024,Male,25.13
Mary Graham,eb9fc88e-b877-4b59-9f3d-a6ae5295dcaf,markchan@example.org,5/10/2024,Male,10
Mary Graham,eb9fc88e-b877-4b59-9f3d-a6ae5295dcaf,markchan@example.org,9/20/2024,Male,24.9
Mary Graham,eb9fc88e-b877-4b59-9f3d-a6ae5295dcaf,markchan@example.org,6/21/2024,Male,22.14
Mary Graham,eb9fc88e-b877-4b59-9f3d-a6ae5295dcaf,markchan@example.org,3/4/2024,Male,55.46
Jessica Graham,fc8847d2-1b06-4b10-9586-20855d587077,grantshawn@example.org,1/6/2024,Male,40.49
Jessica Graham,fc8847d2-1b06-4b10-9586-20855d587077,grantshawn@example.org,10/20/2024,Male,13.23
Jessica Graham,fc8847d2-1b06-4b10-9586-20855d587077,grantshawn@example.org,11/9/2024,Male,10
Jessica Graham,fc8847d2-1b06-4b10-9586-20855d587077,grantshawn@example.org,5/20/2024,Male,111.31
Jessica Graham,fc8847d2-1b06-4b10-9586-20855d587077,grantshawn@example.org,6/24/2024,Male,10
Jessica Graham,fc8847d2-1b06-4b10-9586-20855d587077,grantshawn@example.org,5/23/2024,Male,10
Jessica Graham,fc8847d2-1b06-4b10-9586-20855d587077,grantshawn@example.org,9/20/2024,Male,10
Michael Phillips,86def5a0-474f-41f7-8d26-c0c52ba08a24,granterica@example.org,12/19/2024,Female,61.39
Michael Phillips,86def5a0-474f-41f7-8d26-c0c52ba08a24,granterica@example.org,1/1/2024,Female,11.95
Michael Phillips,86def5a0-474f-41f7-8d26-c0c52ba08a24,granterica@example.org,5/3/2024,Female,10
Michael Phillips,86def5a0-474f-41f7-8d26-c0c52ba08a24,granterica@example.org,5/3/2024,Female,23.05
Michael Phillips,86def5a0-474f-41f7-8d26-c0c52ba08a24,granterica@example.org,11/5/2024,Female,16.33
Michael Phillips,86def5a0-474f-41f7-8d26-c0c52ba08a24,granterica@example.org,3/29/2024,Female,10.2
Michael Phillips,86def5a0-474f-41f7-8d26-c0c52ba08a24,granterica@example.org,11/17/2024,Female,42.69
Deborah Jackson,1a6ed97f-03cd-4bab-a67b-94c973213530,rodriguezjenny@example.com,7/17/2024,Female,58.28
Elizabeth Davis,bd90a53d-49e7-4dcc-9dd3-d9c38b75471e,sanchezmary@example.net,3/1/2024,Female,53.8
Elizabeth Davis,bd90a53d-49e7-4dcc-9dd3-d9c38b75471e,sanchezmary@example.net,3/1/2024,Female,43.25
Elizabeth Davis,bd90a53d-49e7-4dcc-9dd3-d9c38b75471e,sanchezmary@example.net,6/18/2024,Female,30.04
Elizabeth Davis,bd90a53d-49e7-4dcc-9dd3-d9c38b75471e,sanchezmary@example.net,11/26/2024,Female,10
Elizabeth Davis,bd90a53d-49e7-4dcc-9dd3-d9c38b75471e,sanchezmary@example.net,9/10/2024,Female,106.62
Elizabeth Davis,bd90a53d-49e7-4dcc-9dd3-d9c38b75471e,sanchezmary@example.net,6/9/2024,Female,27.17
Elizabeth Davis,bd90a53d-49e7-4dcc-9dd3-d9c38b75471e,sanchezmary@example.net,10/30/2024,Female,36.9
James Yu,a15d41c9-1536-4965-8f4f-5a2619b6b91b,uclark@example.com,3/24/2024,Female,61.25
James Yu,a15d41c9-1536-4965-8f4f-5a2619b6b91b,uclark@example.com,8/23/2024,Female,84.21
James Yu,a15d41c9-1536-4965-8f4f-5a2619b6b91b,uclark@example.com,7/3/2024,Female,30.52
James Yu,a15d41c9-1536-4965-8f4f-5a2619b6b91b,uclark@example.com,11/1/2024,Female,31.05
James Yu,a15d41c9-1536-4965-8f4f-5a2619b6b91b,uclark@example.com,3/9/2024,Female,11.03
James Yu,a15d41c9-1536-4965-8f4f-5a2619b6b91b,uclark@example.com,8/21/2024,Female,20.76
Jason Arroyo,835b8afb-58c8-4a85-8885-bc053bd4258c,thomas74@example.com,4/9/2024,Female,10
Jason Arroyo,835b8afb-58c8-4a85-8885-bc053bd4258c,thomas74@example.com,2/29/2024,Female,10
Jason Arroyo,835b8afb-58c8-4a85-8885-bc053bd4258c,thomas74@example.com,11/16/2024,Female,10
Jason Arroyo,835b8afb-58c8-4a85-8885-bc053bd4258c,thomas74@example.com,11/24/2024,Female,17.18
Alexander Wells,494c0911-b3f4-45ac-b106-dbcec9d33c47,andrewgarcia@example.net,7/7/2024,Female,57.35
Alexander Wells,494c0911-b3f4-45ac-b106-dbcec9d33c47,andrewgarcia@example.net,11/24/2024,Female,250
Alexander Wells,494c0911-b3f4-45ac-b106-dbcec9d33c47,andrewgarcia@example.net,3/13/2024,Female,24.28
Alexander Wells,494c0911-b3f4-45ac-b106-dbcec9d33c47,andrewgarcia@example.net,5/21/2024,Female,10
Alexander Wells,494c0911-b3f4-45ac-b106-dbcec9d33c47,andrewgarcia@example.net,9/12/2024,Female,71.16
Alexander Wells,494c0911-b3f4-45ac-b106-dbcec9d33c47,andrewgarcia@example.net,5/1/2024,Female,14.87
Alexander Wells,494c0911-b3f4-45ac-b106-dbcec9d33c47,andrewgarcia@example.net,2/18/2024,Female,10.37
Alexander Wells,494c0911-b3f4-45ac-b106-dbcec9d33c47,andrewgarcia@example.net,6/28/2024,Female,24.78
Rebecca Wiley,912d791d-3288-467e-830c-98e85e2408fa,carlosbraun@example.net,2/2/2024,Male,10
Megan Spencer,1426a5dc-3536-463b-8768-a5c99d0a4fac,ejohnson@example.net,9/28/2024,Male,25.09
Megan Spencer,1426a5dc-3536-463b-8768-a5c99d0a4fac,ejohnson@example.net,9/26/2024,Male,18.39
Megan Spencer,1426a5dc-3536-463b-8768-a5c99d0a4fac,ejohnson@example.net,1/2/2024,Male,22.16
Megan Spencer,1426a5dc-3536-463b-8768-a5c99d0a4fac,ejohnson@example.net,8/13/2024,Male,29.41
Megan Spencer,1426a5dc-3536-463b-8768-a5c99d0a4fac,ejohnson@example.net,10/30/2024,Male,21.49
Megan Spencer,1426a5dc-3536-463b-8768-a5c99d0a4fac,ejohnson@example.net,11/12/2024,Male,20.42
Megan Spencer,1426a5dc-3536-463b-8768-a5c99d0a4fac,ejohnson@example.net,10/7/2024,Male,26.69
Megan Spencer,1426a5dc-3536-463b-8768-a5c99d0a4fac,ejohnson@example.net,6/1/2024,Male,30.43
Meredith Brown,610097fb-589c-4591-9608-f0df09f49733,pjames@example.net,10/4/2024,Male,10
Meredith Brown,610097fb-589c-4591-9608-f0df09f49733,pjames@example.net,10/8/2024,Male,10
Meredith Brown,610097fb-589c-4591-9608-f0df09f49733,pjames@example.net,4/13/2024,Male,18.88
Kristen Burton,7c30634a-ac60-4a5d-89dd-3b0ea29d06e0,raymondsummers@example.com,9/17/2024,Male,10
Kristen Burton,7c30634a-ac60-4a5d-89dd-3b0ea29d06e0,raymondsummers@example.com,12/21/2024,Male,21.92
Kristen Burton,7c30634a-ac60-4a5d-89dd-3b0ea29d06e0,raymondsummers@example.com,12/27/2024,Male,51.35
Kristen Burton,7c30634a-ac60-4a5d-89dd-3b0ea29d06e0,raymondsummers@example.com,10/31/2024,Male,36.86
Lindsay Harrison,d161387f-6b32-476c-8dd6-862a5ea2fdfb,michaelcoleman@example.com,4/23/2024,Female,10
Lindsay Harrison,d161387f-6b32-476c-8dd6-862a5ea2fdfb,michaelcoleman@example.com,9/5/2024,Female,10
Lindsay Harrison,d161387f-6b32-476c-8dd6-862a5ea2fdfb,michaelcoleman@example.com,12/27/2024,Female,27.89
Lindsay Harrison,d161387f-6b32-476c-8dd6-862a5ea2fdfb,michaelcoleman@example.com,3/25/2024,Female,13.45
Lindsay Harrison,d161387f-6b32-476c-8dd6-862a5ea2fdfb,michaelcoleman@example.com,1/9/2024,Female,14.63
Lindsay Harrison,d161387f-6b32-476c-8dd6-862a5ea2fdfb,michaelcoleman@example.com,5/3/2024,Female,36.49
Lindsay Harrison,d161387f-6b32-476c-8dd6-862a5ea2fdfb,michaelcoleman@example.com,3/7/2024,Female,10
Lindsay Harrison,d161387f-6b32-476c-8dd6-862a5ea2fdfb,michaelcoleman@example.com,11/21/2024,Female,13.45
Lindsay Harrison,d161387f-6b32-476c-8dd6-862a5ea2fdfb,michaelcoleman@example.com,11/16/2024,Female,10
Lindsay Harrison,d161387f-6b32-476c-8dd6-862a5ea2fdfb,michaelcoleman@example.com,10/10/2024,Female,10
Larry Perez,a779fe32-0289-40e6-add2-18ebfd577cea,lleonard@example.com,5/24/2024,Male,10
Larry Perez,a779fe32-0289-40e6-add2-18ebfd577cea,lleonard@example.com,4/23/2024,Male,39.55
Caitlin Moore,1de16841-a934-4bd1-9b4a-ddcee56b3b1d,sbriggs@example.net,10/18/2024,Male,21.15
Caitlin Moore,1de16841-a934-4bd1-9b4a-ddcee56b3b1d,sbriggs@example.net,4/20/2024,Male,10
Caitlin Moore,1de16841-a934-4bd1-9b4a-ddcee56b3b1d,sbriggs@example.net,1/12/2024,Male,15.94
Caitlin Moore,1de16841-a934-4bd1-9b4a-ddcee56b3b1d,sbriggs@example.net,10/26/2024,Male,10
Caitlin Moore,1de16841-a934-4bd1-9b4a-ddcee56b3b1d,sbriggs@example.net,5/1/2024,Male,10
Caitlin Moore,1de16841-a934-4bd1-9b4a-ddcee56b3b1d,sbriggs@example.net,6/17/2024,Male,172.36
Matthew Calderon,746c8933-eee6-4c71-ae16-6b743841ed43,amy36@example.org,6/3/2024,Female,18.35
Matthew Calderon,746c8933-eee6-4c71-ae16-6b743841ed43,amy36@example.org,1/16/2024,Female,41.75
Matthew Calderon,746c8933-eee6-4c71-ae16-6b743841ed43,amy36@example.org,12/3/2024,Female,18.81
Matthew Calderon,746c8933-eee6-4c71-ae16-6b743841ed43,amy36@example.org,5/14/2024,Female,28.45
Matthew Calderon,746c8933-eee6-4c71-ae16-6b743841ed43,amy36@example.org,4/17/2024,Female,38.99
Matthew Calderon,746c8933-eee6-4c71-ae16-6b743841ed43,amy36@example.org,1/22/2024,Female,10
Matthew Calderon,746c8933-eee6-4c71-ae16-6b743841ed43,amy36@example.org,1/13/2024,Female,19.47
Shaun Parrish,95e3f329-14cc-4279-a63c-ca7578405abf,andrewnewton@example.org,10/17/2024,Male,97.4
Shaun Parrish,95e3f329-14cc-4279-a63c-ca7578405abf,andrewnewton@example.org,1/29/2024,Male,10
Shaun Parrish,95e3f329-14cc-4279-a63c-ca7578405abf,andrewnewton@example.org,1/24/2024,Male,11.4
Shaun Parrish,95e3f329-14cc-4279-a63c-ca7578405abf,andrewnewton@example.org,10/10/2024,Male,14.77
Robert Michael,793c8d79-1d79-4750-948e-9fb96ece0443,ubenitez@example.org,7/16/2024,Female,26.29
Robert Michael,793c8d79-1d79-4750-948e-9fb96ece0443,ubenitez@example.org,2/20/2024,Female,33.95
Robert Michael,793c8d79-1d79-4750-948e-9fb96ece0443,ubenitez@example.org,5/15/2024,Female,71.34
Robert Michael,793c8d79-1d79-4750-948e-9fb96ece0443,ubenitez@example.org,11/6/2024,Female,33.1
Robert Michael,793c8d79-1d79-4750-948e-9fb96ece0443,ubenitez@example.org,7/5/2024,Female,18.88
Robert Michael,793c8d79-1d79-4750-948e-9fb96ece0443,ubenitez@example.org,1/30/2024,Female,70.75
Robert Michael,793c8d79-1d79-4750-948e-9fb96ece0443,ubenitez@example.org,7/3/2024,Female,40.61
Shawn Wright,60cdc9db-fea0-4b70-8a8b-425cbaab6a44,allison58@example.net,7/27/2024,Female,10
Eric Knight,67b41ee8-9ade-4a94-a709-483a176f9018,jill58@example.com,1/8/2024,Male,250
Eric Knight,67b41ee8-9ade-4a94-a709-483a176f9018,jill58@example.com,1/1/2024,Male,117.91
Eric Knight,67b41ee8-9ade-4a94-a709-483a176f9018,jill58@example.com,4/4/2024,Male,16.98
Eric Knight,67b41ee8-9ade-4a94-a709-483a176f9018,jill58@example.com,9/5/2024,Male,29.31
Eric Knight,67b41ee8-9ade-4a94-a709-483a176f9018,jill58@example.com,3/17/2024,Male,75.52
Eric Knight,67b41ee8-9ade-4a94-a709-483a176f9018,jill58@example.com,11/25/2024,Male,16.91
Eric Knight,67b41ee8-9ade-4a94-a709-483a176f9018,jill58@example.com,3/8/2024,Male,41.69
Morgan Estrada,d13d78bc-42c0-4c7e-b740-2ba246884eed,monicajackson@example.net,5/8/2024,Male,60.62
Morgan Estrada,d13d78bc-42c0-4c7e-b740-2ba246884eed,monicajackson@example.net,9/29/2024,Male,10
Morgan Estrada,d13d78bc-42c0-4c7e-b740-2ba246884eed,monicajackson@example.net,3/14/2024,Male,11
Morgan Estrada,d13d78bc-42c0-4c7e-b740-2ba246884eed,monicajackson@example.net,8/18/2024,Male,50.47
Morgan Estrada,d13d78bc-42c0-4c7e-b740-2ba246884eed,monicajackson@example.net,7/2/2024,Male,31.84
Morgan Estrada,d13d78bc-42c0-4c7e-b740-2ba246884eed,monicajackson@example.net,6/29/2024,Male,50.59
Morgan Estrada,d13d78bc-42c0-4c7e-b740-2ba246884eed,monicajackson@example.net,8/18/2024,Male,17.59
Mark Williamson,cc9bd78e-5a45-4f86-be32-92dbb0bd6bdd,rhammond@example.com,7/22/2024,Female,15.04
Gary Long,897e7d87-6bcf-4a76-81d8-f799f76077bb,kimberly24@example.org,9/28/2024,Female,10
Gary Long,897e7d87-6bcf-4a76-81d8-f799f76077bb,kimberly24@example.org,4/7/2024,Female,10
Gary Long,897e7d87-6bcf-4a76-81d8-f799f76077bb,kimberly24@example.org,1/30/2024,Female,21.05
Jason Ayala,fd0bfd3b-a7d8-4aef-ba0a-ff4944444f7d,jonhouse@example.net,8/19/2024,Male,45.81
Curtis Bradley,490004e6-6873-4d8a-92ee-6e4697e27d7a,scottanthony@example.net,2/27/2024,Female,34.16
Curtis Bradley,490004e6-6873-4d8a-92ee-6e4697e27d7a,scottanthony@example.net,3/3/2024,Female,17.67
Curtis Bradley,490004e6-6873-4d8a-92ee-6e4697e27d7a,scottanthony@example.net,5/27/2024,Female,15.31
Sabrina Melendez,c0ca1216-8b08-4a26-a497-af9008153b1f,shawnpayne@example.com,8/4/2024,Female,24.96
Tracey Reed,04465ea7-cabf-4c57-8579-5b581df5c5b3,ecox@example.org,9/20/2024,Male,21.72
Tracey Reed,04465ea7-cabf-4c57-8579-5b581df5c5b3,ecox@example.org,9/24/2024,Male,81.82
Tracey Reed,04465ea7-cabf-4c57-8579-5b581df5c5b3,ecox@example.org,8/20/2024,Male,23.25
Tracey Reed,04465ea7-cabf-4c57-8579-5b581df5c5b3,ecox@example.org,11/24/2024,Male,10
Tracey Reed,04465ea7-cabf-4c57-8579-5b581df5c5b3,ecox@example.org,9/21/2024,Male,10
Tracey Reed,04465ea7-cabf-4c57-8579-5b581df5c5b3,ecox@example.org,8/18/2024,Male,91.72
Tracey Reed,04465ea7-cabf-4c57-8579-5b581df5c5b3,ecox@example.org,12/2/2024,Male,10
Tracey Reed,04465ea7-cabf-4c57-8579-5b581df5c5b3,ecox@example.org,10/5/2024,Male,43.14
Tracey Reed,04465ea7-cabf-4c57-8579-5b581df5c5b3,ecox@example.org,1/6/2024,Male,15.36
Tracey Reed,04465ea7-cabf-4c57-8579-5b581df5c5b3,ecox@example.org,11/13/2024,Male,16.95
Paul Gutierrez,adc11d69-2762-4bac-a968-5a0e646e18a9,cjames@example.net,9/20/2024,Female,17.56
Paul Gutierrez,adc11d69-2762-4bac-a968-5a0e646e18a9,cjames@example.net,9/30/2024,Female,68.13
Paul Gutierrez,adc11d69-2762-4bac-a968-5a0e646e18a9,cjames@example.net,4/2/2024,Female,16.56
Paul Gutierrez,adc11d69-2762-4bac-a968-5a0e646e18a9,cjames@example.net,9/12/2024,Female,19.43
Paul Gutierrez,adc11d69-2762-4bac-a968-5a0e646e18a9,cjames@example.net,2/27/2024,Female,10
Paul Gutierrez,adc11d69-2762-4bac-a968-5a0e646e18a9,cjames@example.net,7/26/2024,Female,24.7
Paul Gutierrez,adc11d69-2762-4bac-a968-5a0e646e18a9,cjames@example.net,4/19/2024,Female,34.16
Cathy Ferrell MD,e71f7674-8588-4d44-81b1-118065decf1a,uflores@example.com,6/28/2024,Male,25.51
Cathy Ferrell MD,e71f7674-8588-4d44-81b1-118065decf1a,uflores@example.com,2/13/2024,Male,81.28
Cathy Ferrell MD,e71f7674-8588-4d44-81b1-118065decf1a,uflores@example.com,8/8/2024,Male,21.22
Cathy Ferrell MD,e71f7674-8588-4d44-81b1-118065decf1a,uflores@example.com,4/3/2024,Male,27.08
Cathy Ferrell MD,e71f7674-8588-4d44-81b1-118065decf1a,uflores@example.com,9/20/2024,Male,104.43
Cathy Ferrell MD,e71f7674-8588-4d44-81b1-118065decf1a,uflores@example.com,5/17/2024,Male,10
Cathy Ferrell MD,e71f7674-8588-4d44-81b1-118065decf1a,uflores@example.com,7/6/2024,Male,12.73
Cathy Ferrell MD,e71f7674-8588-4d44-81b1-118065decf1a,uflores@example.com,7/1/2024,Male,83.61
Cathy Ferrell MD,e71f7674-8588-4d44-81b1-118065decf1a,uflores@example.com,8/23/2024,Male,51.22
Christina Nelson,b8ed3aa4-681b-470b-82e4-dc34a7f83cd9,sanfordrobert@example.org,12/13/2024,Female,39.58
Christina Nelson,b8ed3aa4-681b-470b-82e4-dc34a7f83cd9,sanfordrobert@example.org,4/11/2024,Female,46.18
Christina Nelson,b8ed3aa4-681b-470b-82e4-dc34a7f83cd9,sanfordrobert@example.org,10/23/2024,Female,27.86
Christina Nelson,b8ed3aa4-681b-470b-82e4-dc34a7f83cd9,sanfordrobert@example.org,1/11/2024,Female,102.68
Christina Nelson,b8ed3aa4-681b-470b-82e4-dc34a7f83cd9,sanfordrobert@example.org,9/4/2024,Female,29.31
Christina Nelson,b8ed3aa4-681b-470b-82e4-dc34a7f83cd9,sanfordrobert@example.org,5/22/2024,Female,25.53
Kirsten Warren,b4159391-bba9-448a-be7c-be1e8e4e7077,zlane@example.net,10/2/2024,Male,23.55
Christine Jordan,c9cf17ba-2a51-41ea-98ee-c8cc381dce21,ffuller@example.com,11/4/2024,Male,24.36
Christine Jordan,c9cf17ba-2a51-41ea-98ee-c8cc381dce21,ffuller@example.com,11/9/2024,Male,10
Christine Jordan,c9cf17ba-2a51-41ea-98ee-c8cc381dce21,ffuller@example.com,12/24/2024,Male,43.41
Christine Jordan,c9cf17ba-2a51-41ea-98ee-c8cc381dce21,ffuller@example.com,6/27/2024,Male,17.63
Christine Jordan,c9cf17ba-2a51-41ea-98ee-c8cc381dce21,ffuller@example.com,12/14/2024,Male,124.2
Christine Jordan,c9cf17ba-2a51-41ea-98ee-c8cc381dce21,ffuller@example.com,4/2/2024,Male,18.62
Christine Jordan,c9cf17ba-2a51-41ea-98ee-c8cc381dce21,ffuller@example.com,5/4/2024,Male,30.6
Christine Jordan,c9cf17ba-2a51-41ea-98ee-c8cc381dce21,ffuller@example.com,7/10/2024,Male,25.7
Christine Jordan,c9cf17ba-2a51-41ea-98ee-c8cc381dce21,ffuller@example.com,10/19/2024,Male,10.75
Andrew Nielsen,88fcabb3-d02a-462b-a4d2-a3184388938a,parkerdavid@example.org,2/23/2024,Male,54.17
Andrew Nielsen,88fcabb3-d02a-462b-a4d2-a3184388938a,parkerdavid@example.org,12/6/2024,Male,134.97
Alexander Ruiz,23a83809-0cf0-4051-8606-ebc492dbfdc9,khart@example.com,1/30/2024,Male,19.79
Alexander Ruiz,23a83809-0cf0-4051-8606-ebc492dbfdc9,khart@example.com,5/10/2024,Male,14.87
Alexander Ruiz,23a83809-0cf0-4051-8606-ebc492dbfdc9,khart@example.com,2/17/2024,Male,14.08
Alexander Ruiz,23a83809-0cf0-4051-8606-ebc492dbfdc9,khart@example.com,6/19/2024,Male,10
Alexander Ruiz,23a83809-0cf0-4051-8606-ebc492dbfdc9,khart@example.com,5/15/2024,Male,16.81
Alexander Ruiz,23a83809-0cf0-4051-8606-ebc492dbfdc9,khart@example.com,4/30/2024,Male,25.82
Alexander Ruiz,23a83809-0cf0-4051-8606-ebc492dbfdc9,khart@example.com,11/17/2024,Male,57.67
Alexander Ruiz,23a83809-0cf0-4051-8606-ebc492dbfdc9,khart@example.com,8/15/2024,Male,52.46
Matthew Davies,01d1f888-c541-4174-ae34-cc4c5d83c657,osullivan@example.org,2/3/2024,Female,13.24
Matthew Davies,01d1f888-c541-4174-ae34-cc4c5d83c657,osullivan@example.org,11/7/2024,Female,15.23
Matthew Davies,01d1f888-c541-4174-ae34-cc4c5d83c657,osullivan@example.org,12/10/2024,Female,61.8
Matthew Davies,01d1f888-c541-4174-ae34-cc4c5d83c657,osullivan@example.org,6/6/2024,Female,16.89
Matthew Davies,01d1f888-c541-4174-ae34-cc4c5d83c657,osullivan@example.org,6/28/2024,Female,12.06
Jeffrey Harris,312bccf8-c55f-4b17-a0c9-293a6c908b5d,charles27@example.com,5/12/2024,Female,80.84
Jeffrey Harris,312bccf8-c55f-4b17-a0c9-293a6c908b5d,charles27@example.com,10/18/2024,Female,56.69
Jeffrey Harris,312bccf8-c55f-4b17-a0c9-293a6c908b5d,charles27@example.com,6/13/2024,Female,20.47
Jeffrey Harris,312bccf8-c55f-4b17-a0c9-293a6c908b5d,charles27@example.com,3/30/2024,Female,11.09
Jeffrey Harris,312bccf8-c55f-4b17-a0c9-293a6c908b5d,charles27@example.com,6/17/2024,Female,10
Jeffrey Harris,312bccf8-c55f-4b17-a0c9-293a6c908b5d,charles27@example.com,2/16/2024,Female,36.22
Daniel Moore,71daae43-9ac3-42cc-9615-16b5896431bf,grant52@example.com,12/7/2024,Female,10
Daniel Moore,71daae43-9ac3-42cc-9615-16b5896431bf,grant52@example.com,8/29/2024,Female,10
Daniel Moore,71daae43-9ac3-42cc-9615-16b5896431bf,grant52@example.com,12/30/2024,Female,97.99
Daniel Moore,71daae43-9ac3-42cc-9615-16b5896431bf,grant52@example.com,2/11/2024,Female,38.4
Daniel Moore,71daae43-9ac3-42cc-9615-16b5896431bf,grant52@example.com,4/27/2024,Female,10
Daniel Moore,71daae43-9ac3-42cc-9615-16b5896431bf,grant52@example.com,4/29/2024,Female,10
Daniel Moore,71daae43-9ac3-42cc-9615-16b5896431bf,grant52@example.com,5/1/2024,Female,47.99
Daniel Moore,71daae43-9ac3-42cc-9615-16b5896431bf,grant52@example.com,10/5/2024,Female,10
Daniel Moore,71daae43-9ac3-42cc-9615-16b5896431bf,grant52@example.com,1/1/2024,Female,73.42
Elizabeth Lopez,79a975ca-28b6-41b8-8eca-745cd90f6bbc,christophermills@example.com,11/23/2024,Female,37.21
Elizabeth Lopez,79a975ca-28b6-41b8-8eca-745cd90f6bbc,christophermills@example.com,2/8/2024,Female,34.35
Elizabeth Lopez,79a975ca-28b6-41b8-8eca-745cd90f6bbc,christophermills@example.com,5/18/2024,Female,30.11
Elizabeth Lopez,79a975ca-28b6-41b8-8eca-745cd90f6bbc,christophermills@example.com,2/2/2024,Female,24.32
Elizabeth Lopez,79a975ca-28b6-41b8-8eca-745cd90f6bbc,christophermills@example.com,6/18/2024,Female,48.45
Elizabeth Lopez,79a975ca-28b6-41b8-8eca-745cd90f6bbc,christophermills@example.com,8/30/2024,Female,12.75
Elizabeth Lopez,79a975ca-28b6-41b8-8eca-745cd90f6bbc,christophermills@example.com,9/15/2024,Female,21.89
Elizabeth Lopez,79a975ca-28b6-41b8-8eca-745cd90f6bbc,christophermills@example.com,1/22/2024,Female,42.6
Elizabeth Lopez,79a975ca-28b6-41b8-8eca-745cd90f6bbc,christophermills@example.com,2/11/2024,Female,35.27
Sandy Lawson,93a36537-14f3-478d-8804-0c13180aa66a,robinsonjulie@example.com,11/4/2024,Female,10
Sandy Lawson,93a36537-14f3-478d-8804-0c13180aa66a,robinsonjulie@example.com,5/27/2024,Female,12.18
Sandy Lawson,93a36537-14f3-478d-8804-0c13180aa66a,robinsonjulie@example.com,3/3/2024,Female,25.86
Sandy Lawson,93a36537-14f3-478d-8804-0c13180aa66a,robinsonjulie@example.com,6/14/2024,Female,13.36
George Thompson,e48f5984-42c9-4740-a757-af74cefad840,sabrinabryan@example.org,3/18/2024,Male,118.47
George Thompson,e48f5984-42c9-4740-a757-af74cefad840,sabrinabryan@example.org,7/8/2024,Male,13.56
George Thompson,e48f5984-42c9-4740-a757-af74cefad840,sabrinabryan@example.org,11/25/2024,Male,17.08
George Thompson,e48f5984-42c9-4740-a757-af74cefad840,sabrinabryan@example.org,5/10/2024,Male,43.36
George Thompson,e48f5984-42c9-4740-a757-af74cefad840,sabrinabryan@example.org,9/25/2024,Male,27.95
George Thompson,e48f5984-42c9-4740-a757-af74cefad840,sabrinabryan@example.org,11/13/2024,Male,17.37
George Thompson,e48f5984-42c9-4740-a757-af74cefad840,sabrinabryan@example.org,8/28/2024,Male,10
George Thompson,e48f5984-42c9-4740-a757-af74cefad840,sabrinabryan@example.org,2/3/2024,Male,27.15
George Thompson,e48f5984-42c9-4740-a757-af74cefad840,sabrinabryan@example.org,7/7/2024,Male,56.78
George Thompson,e48f5984-42c9-4740-a757-af74cefad840,sabrinabryan@example.org,10/17/2024,Male,32.43
Mrs. Amy Bailey DDS,202aae64-10af-4961-bb2d-1fc9eded54e3,xhamilton@example.org,2/14/2024,Female,10
Mrs. Amy Bailey DDS,202aae64-10af-4961-bb2d-1fc9eded54e3,xhamilton@example.org,2/18/2024,Female,114.07
Mrs. Amy Bailey DDS,202aae64-10af-4961-bb2d-1fc9eded54e3,xhamilton@example.org,3/27/2024,Female,10
Mrs. Amy Bailey DDS,202aae64-10af-4961-bb2d-1fc9eded54e3,xhamilton@example.org,7/18/2024,Female,10
Mrs. Amy Bailey DDS,202aae64-10af-4961-bb2d-1fc9eded54e3,xhamilton@example.org,8/29/2024,Female,52.49
Mrs. Amy Bailey DDS,202aae64-10af-4961-bb2d-1fc9eded54e3,xhamilton@example.org,11/10/2024,Female,25.17
Mrs. Amy Bailey DDS,202aae64-10af-4961-bb2d-1fc9eded54e3,xhamilton@example.org,8/3/2024,Female,11.59
Mrs. Amy Bailey DDS,202aae64-10af-4961-bb2d-1fc9eded54e3,xhamilton@example.org,8/20/2024,Female,10
Mrs. Amy Bailey DDS,202aae64-10af-4961-bb2d-1fc9eded54e3,xhamilton@example.org,6/24/2024,Female,204.55
Mrs. Amy Bailey DDS,202aae64-10af-4961-bb2d-1fc9eded54e3,xhamilton@example.org,7/3/2024,Female,22.58
Debra Phillips,eab5f50a-9f2a-4843-af33-57209f7b8a2e,josephmason@example.net,10/31/2024,Female,34.27
Debra Phillips,eab5f50a-9f2a-4843-af33-57209f7b8a2e,josephmason@example.net,4/23/2024,Female,27.6
Debra Phillips,eab5f50a-9f2a-4843-af33-57209f7b8a2e,josephmason@example.net,3/4/2024,Female,31.03
Debra Phillips,eab5f50a-9f2a-4843-af33-57209f7b8a2e,josephmason@example.net,1/18/2024,Female,34.47
Debra Phillips,eab5f50a-9f2a-4843-af33-57209f7b8a2e,josephmason@example.net,7/12/2024,Female,41.78
Debra Phillips,eab5f50a-9f2a-4843-af33-57209f7b8a2e,josephmason@example.net,7/11/2024,Female,13.8
Debra Phillips,eab5f50a-9f2a-4843-af33-57209f7b8a2e,josephmason@example.net,8/11/2024,Female,15
Debra Phillips,eab5f50a-9f2a-4843-af33-57209f7b8a2e,josephmason@example.net,7/18/2024,Female,10
Sheila Stewart,ff9e16ef-3a0b-4373-967f-fb07cbc96874,victoria28@example.net,9/26/2024,Female,10
Oscar Drake,d98efec6-8fde-4b3c-9584-23a5005ba4e1,phelpskathy@example.org,1/21/2024,Male,26.34
